measure_name,location_id,location_name,cause_id,metric_name,val,upper,lower
Prevalence,25,Federated States of Micronesia,509,Rate,3301.396492,3710.289526,2916.396069
Prevalence,172,Equatorial Guinea,509,Number,13524.83632,15344.15841,11915.96582
Prevalence,172,Equatorial Guinea,509,Percent,0.010384843,0.011775044,0.009151341
Prevalence,172,Equatorial Guinea,509,Rate,1005.540924,1140.803397,885.9250492
Prevalence,79,Finland,509,Number,283644.9189,324502.3466,247677.5314
Prevalence,79,Finland,509,Percent,0.054093464,0.061919299,0.047172814
Prevalence,79,Finland,509,Rate,5140.377979,5880.820018,4488.556092
Prevalence,349,Greenland,509,Number,3651.883567,4168.32946,3157.933336
Prevalence,349,Greenland,509,Percent,0.069525089,0.079460706,0.060144937
Prevalence,349,Greenland,509,Rate,6503.182812,7422.856725,5623.568609
Prevalence,98,Chile,509,Number,682573.9221,778197.8305,590577.6281
Prevalence,98,Chile,509,Percent,0.040646708,0.046301382,0.035143428
Prevalence,98,Chile,509,Rate,3809.381481,4343.049607,3295.958733
Prevalence,43,Albania,509,Number,166147.3603,185343.5553,145456.1756
Prevalence,43,Albania,509,Percent,0.062177424,0.069230435,0.054351361
Prevalence,43,Albania,509,Rate,6006.422879,6700.387949,5258.412168
Prevalence,209,Guinea-Bissau,509,Number,29423.62154,33247.18222,25877.26609
Prevalence,209,Guinea-Bissau,509,Percent,0.016208411,0.01828093,0.014251793
Prevalence,209,Guinea-Bissau,509,Rate,1585.71704,1791.778871,1394.594535
Prevalence,191,Zambia,509,Number,186523.9743,209522.1967,164773.7273
Prevalence,191,Zambia,509,Percent,0.01102578,0.012400603,0.00974145
Prevalence,191,Zambia,509,Rate,1074.193904,1206.640955,948.9339588
Prevalence,61,Moldova,509,Number,172736.8921,195001.8547,151376.9065
Prevalence,61,Moldova,509,Percent,0.047887528,0.054189984,0.041959048
Prevalence,61,Moldova,509,Rate,4641.19354,5239.421278,4067.281239
Prevalence,190,Uganda,509,Number,377355.8553,425902.2885,333163.254
Prevalence,190,Uganda,509,Percent,0.009904043,0.011154438,0.008749319
Prevalence,190,Uganda,509,Rate,965.6383932,1089.866755,852.5513113
Prevalence,116,Saint Lucia,509,Number,5294.694846,5955.554048,4653.124118
Prevalence,116,Saint Lucia,509,Percent,0.031101741,0.03491621,0.027345071
Prevalence,116,Saint Lucia,509,Rate,3000.261511,3374.740209,2636.71271
Prevalence,8,Taiwan (Province of China),509,Number,2338006.802,2605007.97,2082939.488
Prevalence,8,Taiwan (Province of China),509,Percent,0.103640005,0.115418897,0.092369806
Prevalence,8,Taiwan (Province of China),509,Rate,9913.897038,11046.06743,8832.330001
Prevalence,26,Papua New Guinea,509,Number,475084.4413,538788.0683,419819.7333
Prevalence,26,Papua New Guinea,509,Percent,0.052486083,0.059516514,0.046389651
Prevalence,26,Papua New Guinea,509,Rate,5148.543249,5838.906584,4549.633425
Prevalence,80,France,509,Number,3358009.962,3805288.262,2938909.434
Prevalence,80,France,509,Percent,0.054560608,0.061855298,0.047728471
Prevalence,80,France,509,Rate,5110.146304,5790.804663,4472.368263
Prevalence,173,Gabon,509,Number,26119.5736,29565.51859,22990.43039
Prevalence,173,Gabon,509,Percent,0.015717224,0.017831473,0.013806834
Prevalence,173,Gabon,509,Rate,1533.991293,1736.370156,1350.218062
Prevalence,117,Saint Vincent and the Grenadines,509,Number,2875.632671,3242.768535,2520.403976
Prevalence,117,Saint Vincent and the Grenadines,509,Percent,0.026035497,0.029383895,0.022788548
Prevalence,117,Saint Vincent and the Grenadines,509,Rate,2520.016823,2841.750737,2208.717575
Prevalence,44,Bosnia and Herzegovina,509,Number,293553.245,340906.2719,254419.8896
Prevalence,44,Bosnia and Herzegovina,509,Percent,0.08888457,0.102920201,0.077044886
Prevalence,44,Bosnia and Herzegovina,509,Rate,8635.850707,10028.8984,7484.612147
Prevalence,118,Suriname,509,Number,17668.85475,20042.05791,15672.95398
Prevalence,118,Suriname,509,Percent,0.031995114,0.03631247,0.028291643
Prevalence,118,Suriname,509,Rate,3086.461442,3501.021421,2737.810053
Prevalence,62,Russian Federation,509,Number,8649453.58,9585690.88,7761238.477
Prevalence,62,Russian Federation,509,Percent,0.061653632,0.068432556,0.05531871
Prevalence,62,Russian Federation,509,Rate,5916.588977,6557.014553,5309.012598
Prevalence,136,Paraguay,509,Number,196785.6005,222733.4368,174051.028
Prevalence,136,Paraguay,509,Percent,0.029607283,0.033625924,0.026211392
Prevalence,136,Paraguay,509,Rate,2839.137702,3213.501884,2511.133103
Prevalence,154,Tunisia,509,Number,410308.5248,460404.2343,364388.7272
Prevalence,154,Tunisia,509,Percent,0.037558321,0.042118747,0.033323027
Prevalence,154,Tunisia,509,Rate,3585.928632,4023.744636,3184.608388
Prevalence,171,Democratic Republic of the Congo,509,Number,1302356.798,1463025.303,1153420.286
Prevalence,171,Democratic Republic of the Congo,509,Percent,0.016337231,0.018343443,0.014469448
Prevalence,171,Democratic Republic of the Congo,509,Rate,1610.140448,1808.779452,1426.006036
Prevalence,155,Turkey,509,Number,4873972.912,5418039.412,4409403.94
Prevalence,155,Turkey,509,Percent,0.063777578,0.07084621,0.057659591
Prevalence,155,Turkey,509,Rate,6057.871837,6734.093307,5480.458023
Prevalence,193,Botswana,509,Number,77942.31662,88427.33629,68473.19203
Prevalence,193,Botswana,509,Percent,0.03550985,0.040415218,0.031189954
Prevalence,193,Botswana,509,Rate,3415.761598,3875.259456,3000.784554
Prevalence,210,Liberia,509,Number,69669.16429,78591.21267,61356.08556
Prevalence,210,Liberia,509,Percent,0.014975183,0.016908603,0.013175803
Prevalence,210,Liberia,509,Rate,1475.217053,1664.137905,1299.190892
Prevalence,63,Ukraine,509,Number,2744207.054,3052141.139,2478071.608
Prevalence,63,Ukraine,509,Percent,0.063612269,0.070828328,0.057449458
Prevalence,63,Ukraine,509,Rate,6140.665279,6829.724127,5545.138536
Prevalence,351,Guam,509,Number,5576.896895,6274.924828,4944.501862
Prevalence,351,Guam,509,Percent,0.034730208,0.039228262,0.030759719
Prevalence,351,Guam,509,Rate,3322.810392,3738.707353,2946.018634
Prevalence,81,Germany,509,Number,7091541.342,8100703.303,6190739.364
Prevalence,81,Germany,509,Percent,0.089842448,0.102707779,0.078652851
Prevalence,81,Germany,509,Rate,8513.814617,9725.373211,7432.34859
Prevalence,46,Croatia,509,Number,388397.0023,441919.6407,334964.2119
Prevalence,46,Croatia,509,Percent,0.094114604,0.10712259,0.081251407
Prevalence,46,Croatia,509,Rate,9084.256396,10336.10275,7834.511509
Prevalence,194,Lesotho,509,Number,89207.54818,100207.7344,78497.3109
Prevalence,194,Lesotho,509,Percent,0.047187947,0.05300763,0.041555094
Prevalence,194,Lesotho,509,Rate,4580.43462,5145.248188,4030.508715
Prevalence,139,Algeria,509,Number,1312896.401,1466990.751,1172396.486
Prevalence,139,Algeria,509,Percent,0.034474305,0.038506883,0.030780018
Prevalence,139,Algeria,509,Rate,3244.627805,3625.449029,2897.403204
Prevalence,27,Samoa,509,Number,6567.009558,7367.649933,5844.726987
Prevalence,27,Samoa,509,Percent,0.034283502,0.038376822,0.030491925
Prevalence,27,Samoa,509,Rate,3301.358819,3703.855745,2938.25383
Prevalence,175,Burundi,509,Number,118500.1499,133250.9811,104684.0244
Prevalence,175,Burundi,509,Percent,0.011202316,0.012618625,0.009870353
Prevalence,175,Burundi,509,Rate,1086.617681,1221.879231,959.9271554
Prevalence,45,Bulgaria,509,Number,711683.6904,819790.6724,616027.0348
Prevalence,45,Bulgaria,509,Percent,0.103861303,0.11959229,0.090022281
Prevalence,45,Bulgaria,509,Rate,10091.45555,11624.37926,8735.07363
Prevalence,47,Czech Republic,509,Number,944116.8729,1080364.694,812402.6382
Prevalence,47,Czech Republic,509,Percent,0.092608855,0.105725345,0.079859839
Prevalence,47,Czech Republic,509,Rate,8912.874554,10199.11334,7669.434801
Prevalence,376,Northern Mariana Islands,509,Number,1840.33589,2088.693882,1614.897642
Prevalence,376,Northern Mariana Islands,509,Percent,0.042383118,0.048171561,0.037253635
Prevalence,376,Northern Mariana Islands,509,Rate,4100.738899,4654.144006,3598.404844
Prevalence,84,Ireland,509,Number,303946.4076,348580.982,266068.6507
Prevalence,84,Ireland,509,Percent,0.066896234,0.076532151,0.058620468
Prevalence,84,Ireland,509,Rate,6253.330564,7171.633073,5474.041423
Prevalence,140,Bahrain,509,Number,49741.45809,56883.54573,43329.49539
Prevalence,140,Bahrain,509,Percent,0.034948567,0.039975889,0.030393894
Prevalence,140,Bahrain,509,Rate,3382.914945,3868.648093,2946.837571
Prevalence,195,Namibia,509,Number,79415.29816,89631.23854,70163.7272
Prevalence,195,Namibia,509,Percent,0.035162566,0.039666512,0.031068214
Prevalence,195,Namibia,509,Rate,3374.345072,3808.41897,2981.247097
Prevalence,211,Mali,509,Number,397822.8345,446992.4511,350663.2075
Prevalence,211,Mali,509,Percent,0.020014499,0.022466408,0.017654736
Prevalence,211,Mali,509,Rate,1964.1957,2206.96394,1731.351507
Prevalence,28,Solomon Islands,509,Number,18507.55314,20963.34624,16337.12203
Prevalence,28,Solomon Islands,509,Percent,0.029659257,0.033608497,0.026186071
Prevalence,28,Solomon Islands,509,Rate,2902.659658,3287.817625,2562.256862
Prevalence,385,Puerto Rico,509,Number,145708.7759,167737.5621,126132.2656
Prevalence,385,Puerto Rico,509,Percent,0.041187672,0.047382971,0.035703297
Prevalence,385,Puerto Rico,509,Rate,3974.725902,4575.639515,3440.706849
Prevalence,212,Mauritania,509,Number,62824.65256,70961.75188,55243.35077
Prevalence,212,Mauritania,509,Percent,0.016599005,0.018793514,0.014584969
Prevalence,212,Mauritania,509,Rate,1605.158707,1813.060148,1411.457793
Prevalence,101,Canada,509,Number,1825743.101,2099351.218,1593148.985
Prevalence,101,Canada,509,Percent,0.0539712,0.062101092,0.04704236
Prevalence,101,Canada,509,Rate,5073.916251,5834.29961,4427.514759
Prevalence,119,Trinidad and Tobago,509,Number,39374.96622,44716.73023,34413.82521
Prevalence,119,Trinidad and Tobago,509,Percent,0.029526355,0.033481234,0.025771135
Prevalence,119,Trinidad and Tobago,509,Rate,2829.058028,3212.859255,2472.604242
Prevalence,82,Greece,509,Number,745915.9993,852710.54,654176.4306
Prevalence,82,Greece,509,Percent,0.074863825,0.085611694,0.065648353
Prevalence,82,Greece,509,Rate,7170.670626,8197.312336,6288.755999
Prevalence,29,Tonga,509,Number,3135.38819,3498.867939,2791.899025
Prevalence,29,Tonga,509,Percent,0.031697361,0.035266246,0.028161832
Prevalence,29,Tonga,509,Rate,3048.860123,3402.308832,2714.850312
Prevalence,10,Cambodia,509,Number,457311.0125,515716.722,405543.5321
Prevalence,10,Cambodia,509,Percent,0.028992375,0.032611779,0.025661422
Prevalence,10,Cambodia,509,Rate,2836.497607,3198.762347,2515.406861
Prevalence,13,Malaysia,509,Number,636165.2667,711198.002,563954.7781
Prevalence,13,Malaysia,509,Percent,0.022109472,0.02471591,0.019567931
Prevalence,13,Malaysia,509,Rate,2076.26907,2321.155353,1840.593826
Prevalence,30,Vanuatu,509,Number,10276.75065,11551.8625,9065.310452
Prevalence,30,Vanuatu,509,Percent,0.036550408,0.041097238,0.032263151
Prevalence,30,Vanuatu,509,Rate,3573.680222,4017.092946,3152.408943
Prevalence,102,United States,509,Number,20830172.78,22405652.33,19191398.21
Prevalence,102,United States,509,Percent,0.068398857,0.073603474,0.062964615
Prevalence,102,United States,509,Rate,6412.460095,6897.46326,5907.971884
Prevalence,67,Japan,509,Number,5310677.143,5940955.253,4679202.022
Prevalence,67,Japan,509,Percent,0.043715413,0.048879471,0.038540215
Prevalence,67,Japan,509,Rate,4137.225289,4628.236598,3645.281461
Prevalence,196,South Africa,509,Number,2249687.839,2495369.616,2026595.435
Prevalence,196,South Africa,509,Percent,0.042399639,0.047027576,0.03819112
Prevalence,196,South Africa,509,Rate,4093.85035,4540.927679,3687.879843
Prevalence,156,United Arab Emirates,509,Number,397413.2369,466032.5105,342152.5719
Prevalence,156,United Arab Emirates,509,Percent,0.042057239,0.049342084,0.036233354
Prevalence,156,United Arab Emirates,509,Rate,4082.691032,4787.628027,3514.989203
Prevalence,49,Macedonia,509,Number,151935.0128,174671.3242,130880.2426
Prevalence,49,Macedonia,509,Percent,0.072182498,0.082970654,0.062282153
Prevalence,49,Macedonia,509,Rate,6986.06931,8031.499482,6017.957473
Prevalence,85,Israel,509,Number,335218.42,381913.1281,291245.2175
Prevalence,85,Israel,509,Percent,0.040161398,0.04559205,0.034961943
Prevalence,85,Israel,509,Rate,3745.792847,4267.568183,3254.42812
Prevalence,106,The Bahamas,509,Number,8377.583153,9517.795616,7305.30186
Prevalence,106,The Bahamas,509,Percent,0.023272511,0.026346412,0.020294328
Prevalence,106,The Bahamas,509,Rate,2231.400856,2535.100744,1945.794691
Prevalence,215,Sao Tome and Principe,509,Number,4137.961521,4635.671076,3672.40259
Prevalence,215,Sao Tome and Principe,509,Percent,0.021295016,0.023793895,0.018884442
Prevalence,215,Sao Tome and Principe,509,Rate,2066.852127,2315.450875,1834.312152
Prevalence,141,Egypt,509,Number,3125397.63,3521376.453,2753179.058
Prevalence,141,Egypt,509,Percent,0.033847989,0.038237204,0.029795983
Prevalence,141,Egypt,509,Rate,3239.290802,3649.699559,2853.508146
Prevalence,66,Brunei,509,Number,7830.354292,8914.081631,6866.279242
Prevalence,66,Brunei,509,Percent,0.019646551,0.022375752,0.017117276
Prevalence,66,Brunei,509,Rate,1810.692799,2061.294141,1587.759879
Prevalence,157,Yemen,509,Number,640678.63,727735.443,562647.734
Prevalence,157,Yemen,509,Percent,0.021501294,0.024434178,0.018873285
Prevalence,157,Yemen,509,Rate,2104.093002,2390.00176,1847.826827
Prevalence,160,Afghanistan,509,Number,811217.0375,928546.8371,708784.583
Prevalence,160,Afghanistan,509,Percent,0.025585539,0.02926228,0.02229496
Prevalence,160,Afghanistan,509,Rate,2469.099987,2826.216509,2157.326491
Prevalence,83,Iceland,509,Number,19821.49878,22442.58419,17251.67027
Prevalence,83,Iceland,509,Percent,0.062179412,0.070459596,0.05412859
Prevalence,83,Iceland,509,Rate,5873.549339,6650.235031,5112.052205
Prevalence,142,Iran,509,Number,1772207.518,1955302.828,1593666.373
Prevalence,142,Iran,509,Percent,0.022468178,0.024827908,0.020233977
Prevalence,142,Iran,509,Rate,2156.596965,2379.405404,1939.330484
Prevalence,48,Hungary,509,Number,1035327.729,1185246.255,899580.0186
Prevalence,48,Hungary,509,Percent,0.110202576,0.126145871,0.095661255
Prevalence,48,Hungary,509,Rate,10643.45604,12184.66004,9247.931949
Prevalence,11,Indonesia,509,Number,7090707.881,7832046.344,6392173.256
Prevalence,11,Indonesia,509,Percent,0.028228555,0.031159859,0.02544615
Prevalence,11,Indonesia,509,Rate,2746.902534,3034.093114,2476.293935
Prevalence,179,Ethiopia,509,Number,887344.6696,987482.0713,794259.2064
Prevalence,179,Ethiopia,509,Percent,0.008898621,0.009894231,0.007960753
Prevalence,179,Ethiopia,509,Rate,862.4715231,959.8019747,771.9953373
Prevalence,107,Barbados,509,Number,8324.939291,9519.533319,7187.578684
Prevalence,107,Barbados,509,Percent,0.029144687,0.033363619,0.02515953
Prevalence,107,Barbados,509,Rate,2813.583806,3217.321334,2429.189485
Prevalence,161,Bangladesh,509,Number,4902627.871,5479831.467,4325719.402
Prevalence,161,Bangladesh,509,Percent,0.031896495,0.035635036,0.028165953
Prevalence,161,Bangladesh,509,Rate,3123.070821,3490.760916,2755.568727
Prevalence,86,Italy,509,Number,3006096.986,3423615.895,2600519.208
Prevalence,86,Italy,509,Percent,0.051681482,0.058864298,0.044704232
Prevalence,86,Italy,509,Rate,4960.762373,5649.766123,4291.46428
Prevalence,105,Antigua and Barbuda,509,Number,1962.785627,2238.364239,1722.345352
Prevalence,105,Antigua and Barbuda,509,Percent,0.022770901,0.025963553,0.019998204
Prevalence,105,Antigua and Barbuda,509,Rate,2206.434387,2516.22172,1936.147259
Prevalence,197,Swaziland,509,Number,30660.08181,34710.37471,27076.90541
Prevalence,197,Swaziland,509,Percent,0.028213693,0.03190706,0.024849722
Prevalence,197,Swaziland,509,Rate,2726.708672,3086.915434,2408.044221
Prevalence,162,Bhutan,509,Number,19992.68125,22476.43791,17748.07808
Prevalence,162,Bhutan,509,Percent,0.021605642,0.024237181,0.01918426
Prevalence,162,Bhutan,509,Rate,2088.204222,2347.628713,1853.75894
Prevalence,176,Comoros,509,Number,9601.07192,10907.28886,8447.423023
Prevalence,176,Comoros,509,Percent,0.01385669,0.01574369,0.01221931
Prevalence,176,Comoros,509,Rate,1336.597733,1518.440617,1175.994364
Prevalence,68,South Korea,509,Number,2443157.897,2699972.925,2199177.164
Prevalence,68,South Korea,509,Percent,0.048608776,0.053774468,0.043638851
Prevalence,68,South Korea,509,Rate,4638.548528,5126.134276,4175.32981
Prevalence,180,Kenya,509,Number,521400.2018,578623.6208,467550.8139
Prevalence,180,Kenya,509,Percent,0.011170075,0.012401414,0.010017951
Prevalence,180,Kenya,509,Rate,1078.905406,1197.31475,967.4777625
Prevalence,50,Montenegro,509,Number,39889.34477,45637.4232,34403.60885
Prevalence,50,Montenegro,509,Percent,0.066200744,0.075811159,0.057047065
Prevalence,50,Montenegro,509,Rate,6368.86511,7286.622379,5492.994315
Prevalence,198,Zimbabwe,509,Number,432738.9072,486752.3243,383411.679
Prevalence,198,Zimbabwe,509,Percent,0.030693846,0.034473091,0.02715878
Prevalence,198,Zimbabwe,509,Rate,2941.050239,3308.144971,2605.804542
Prevalence,12,Laos,509,Number,214038.505,240036.5223,187926.9619
Prevalence,12,Laos,509,Percent,0.031866131,0.03578359,0.028065397
Prevalence,12,Laos,509,Rate,3070.776032,3443.765408,2696.15792
Prevalence,422,"Virgin Islands, U.S.",509,Number,3787.619014,4346.768612,3271.184142
Prevalence,422,"Virgin Islands, U.S.",509,Percent,0.037637803,0.043266116,0.032508027
Prevalence,422,"Virgin Islands, U.S.",509,Rate,3608.893983,4141.659189,3116.82794
Prevalence,71,Australia,509,Number,1133584.455,1299480.031,985919.5686
Prevalence,71,Australia,509,Percent,0.051117572,0.058538755,0.044366035
Prevalence,71,Australia,509,Rate,4734.496904,5427.371695,4117.7639
Prevalence,125,Colombia,509,Number,1584208.996,1795932.339,1394296.58
Prevalence,125,Colombia,509,Percent,0.032996261,0.03729975,0.02901495
Prevalence,125,Colombia,509,Rate,3130.466899,3548.841569,2755.191582
Prevalence,33,Armenia,509,Number,159027.6084,180427.095,139810.7944
Prevalence,33,Armenia,509,Percent,0.054519421,0.061757407,0.047984495
Prevalence,33,Armenia,509,Rate,5253.235903,5960.135495,4618.437592
Prevalence,72,New Zealand,509,Number,223329.8778,250061.0731,198127.5607
Prevalence,72,New Zealand,509,Percent,0.054599522,0.061117326,0.048386474
Prevalence,72,New Zealand,509,Rate,5020.482178,5621.402622,4453.931096
Prevalence,435,South Sudan,509,Number,117155.8581,133465.4996,103549.538
Prevalence,435,South Sudan,509,Percent,0.012090966,0.013758752,0.010677614
Prevalence,435,South Sudan,509,Rate,1178.510668,1342.574905,1041.640061
Prevalence,69,Singapore,509,Number,105828.1193,121580.0151,91453.22365
Prevalence,69,Singapore,509,Percent,0.020348853,0.023400118,0.017579526
Prevalence,69,Singapore,509,Rate,1900.484543,2183.360538,1642.337019
Prevalence,123,Peru,509,Number,702601.1499,795458.9472,615003.732
Prevalence,123,Peru,509,Percent,0.022000333,0.024910273,0.01925405
Prevalence,123,Peru,509,Rate,2115.019155,2394.546195,1851.327277
Prevalence,108,Belize,509,Number,7306.683488,8199.800166,6476.324367
Prevalence,108,Belize,509,Percent,0.01933035,0.021635767,0.017120291
Prevalence,108,Belize,509,Rate,1849.987953,2076.117235,1639.748331
Prevalence,208,Guinea,509,Number,216154.3309,243859.4249,188755.0846
Prevalence,208,Guinea,509,Percent,0.018611056,0.020980456,0.016244453
Prevalence,208,Guinea,509,Rate,1828.718872,2063.11079,1596.914501
Prevalence,121,Bolivia,509,Number,232924.8774,261623.007,204888.339
Prevalence,121,Bolivia,509,Percent,0.020968952,0.023498367,0.018438512
Prevalence,121,Bolivia,509,Rate,2017.889493,2266.50894,1775.001584
Prevalence,143,Iraq,509,Number,960119.5962,1094344.168,840925.5769
Prevalence,143,Iraq,509,Percent,0.023282448,0.026501552,0.020408161
Prevalence,143,Iraq,509,Rate,2217.138846,2527.094516,1941.892208
Prevalence,122,Ecuador,509,Number,333895.3602,376898.4434,294797.3903
Prevalence,122,Ecuador,509,Percent,0.02094526,0.02365121,0.018434248
Prevalence,122,Ecuador,509,Rate,2001.028242,2258.744863,1766.714887
Prevalence,146,Lebanon,509,Number,254830.0459,288659.7541,224330.2391
Prevalence,146,Lebanon,509,Percent,0.031706858,0.035887136,0.027838202
Prevalence,146,Lebanon,509,Rate,2993.78124,3391.217678,2635.464979
Prevalence,15,Myanmar,509,Number,2204680.978,2482410.446,1943176.462
Prevalence,15,Myanmar,509,Percent,0.042872054,0.048417258,0.037726903
Prevalence,15,Myanmar,509,Rate,4175.927326,4701.979888,3680.606748
Prevalence,200,Benin,509,Number,186778.9263,210043.0633,164912.4171
Prevalence,200,Benin,509,Percent,0.016464206,0.018540062,0.014566217
Prevalence,200,Benin,509,Rate,1612.206097,1813.01346,1423.462537
Prevalence,218,Togo,509,Number,130012.5519,146408.8994,114219.2683
Prevalence,218,Togo,509,Percent,0.017570908,0.019803169,0.015423218
Prevalence,218,Togo,509,Rate,1729.803466,1947.955164,1519.675473
Prevalence,178,Eritrea,509,Number,59771.03621,67496.27952,52381.87923
Prevalence,178,Eritrea,509,Percent,0.010515117,0.011881093,0.009217404
Prevalence,178,Eritrea,509,Rate,1020.100361,1151.945549,893.9910917
Prevalence,144,Jordan,509,Number,230466.0213,261735.4611,201030.1863
Prevalence,144,Jordan,509,Percent,0.022783957,0.025851564,0.019873695
Prevalence,144,Jordan,509,Rate,2164.312522,2457.964661,1887.879815
Prevalence,52,Romania,509,Number,1628085.696,1875649.968,1423602.371
Prevalence,52,Romania,509,Percent,0.086239616,0.099266325,0.075383813
Prevalence,52,Romania,509,Rate,8377.612965,9651.500241,7325.406587
Prevalence,34,Azerbaijan,509,Number,375992.1642,426278.9792,329984.6563
Prevalence,34,Azerbaijan,509,Percent,0.038432694,0.043487329,0.033787221
Prevalence,34,Azerbaijan,509,Rate,3677.177582,4168.979185,3227.22731
Prevalence,203,Cape Verde,509,Number,6873.090674,7765.80749,6093.784926
